res_id,x,y,z
1,12.936792112737583,2.7423157963731475,2.5757936530478633
2,116.29396834170886,4.489731811230071,-0.1274213021629869
3,115.6068745575709,108.61333750272814,10.409129888573286
4,6.273418560192219,11.060111426698743,0.37769040856456765
5,56.07108695652235,110.82537046100136,54.420003823465336
6,90.67379342364019,67.63285339742222,10.906140485033843
7,67.4755139829572,99.4098858422548,66.96505625955855
8,30.437592309373127,69.49250000000167,69.94499016823097
9,77.68780369237516,94.02461055276407,80.49991096788112
10,14.765581712912294,90.75196034520245,24.735809482193204
11,74.90077343237921,97.63698765566944,24.778943084990072
12,72.04980937295306,64.77062704828343,30.853908673803705
13,87.40160312431559,69.27234159929924,68.11379506226716
14,0.7960500000000162,-1.4762651627703673,51.27556423421407
15,103.18860279659219,41.08963349355525,5.167564452698233
16,92.8846526108808,25.855591544680205,83.67911350229517
17,7.943502294079125,49.28763928337346,87.15362901463895
18,118.76144216735847,113.7181306095718,105.15847716845029
19,111.56749359842625,85.28031079309561,110.49478466244427
20,74.67893379943183,24.162427900371924,64.18430030587788
21,115.18918445488536,56.717573738257016,72.40587120384663
22,95.34159165392167,3.660642986672466,79.37030970067539
23,80.67161568713209,63.58175770155074,104.81270592090928
24,7.899238584225463,91.2121334935538,3.520300491588372
25,9.52597116014862,97.3080686038889,58.32420471925016
26,68.3501354599067,19.75984378413823,38.797934236399264
27,8.859276818877044,26.371669761853045,61.87164245138882
28,2.1489297028621643,57.630035503604205,55.256983832203815
29,92.03646438715188,49.88437185929702,62.93895073191997
30,73.17362628359025,15.481561066200463,6.49783003058768
31,88.71216571990315,35.87454937732224,58.85637644745534
32,34.95938114485438,-1.2142698601704085,20.330327725584525
33,-3.37846851649552,26.234119510596962,57.316996941229164
34,56.24496285776742,5.361617019882017,101.14528402883808
35,86.03479298667192,79.51403266331664,99.35677026436521
36,47.91007428446616,50.874865632509554,56.71470067729855
37,48.73143270701324,103.70753878085974,30.896097334498904
38,69.08853889010251,-4.093520428228087,83.0432969193818
39,66.8344368582037,78.24083679265928,8.430576250819357
40,15.141834717063466,30.758012344330453,100.86540037142329
41,103.99580183526278,60.06904358750356,39.640310793095836
42,37.46216462748452,24.738371750055023,105.71698437841279
43,44.20456958706523,83.00073246668286,11.772754533537242
44,62.8077725584441,64.95631144854696,-4.218169827397863
45,8.880890321171094,56.93988038016222,48.49103178938221
46,101.67899442866533,88.75675824776113,103.14618909766202
47,57.84267205593136,98.89246668123005,80.80859241861526
48,85.15465151846186,4.071193663972035,11.896718374481141
49,107.95129987983493,37.984564124973055,76.14250983176768
50,79.0290719903865,6.019721837448059,-0.2657745029495299
51,63.14628905396603,52.98805276382024,107.33673969849204
52,42.061434345641864,92.94178391959704,49.41048339523627
53,84.80536814507428,2.579612409875475,69.28332805331077
54,60.72026982739825,86.19337065763634,69.01154085645662
55,3.7849380707887392,12.223684727987813,19.99620384531367
56,70.74162988857414,118.66192406598182,82.78975038234493
57,103.8855046974012,28.319581603670578,87.302077780204
58,25.101398295826815,82.5957526764253,20.527134585973197
59,86.83341380817194,62.38841053091558,86.29912824994638
60,51.7041632073399,88.34442429538902,113.26647424076847
61,36.760098863884295,8.567923312213184,38.083135241424294
62,6.592797684072541,-4.9961964714878775,49.82279823028135
63,22.271611317457097,105.31066856019251,17.491949967227548
64,57.749440681668084,104.48032444832891,19.526141577452474
65,98.74452916757642,53.988644308498614,44.99015184618807
66,38.93341107712551,14.66282117107271,73.60817402228446
67,38.83794406816702,20.629346733668346,62.657952807515706
68,44.57336464933488,16.010245247978972,60.634962857767334
69,119.1648184291025,104.39092254751806,31.423025999563777
70,60.41150043696781,106.07216735853183,68.595990277474
71,67.08956740222759,105.97346529386097,18.511703080620602
72,25.377733231374858,74.6184110771247,103.42354817565979
73,70.84633384312929,90.63501092418714,29.76494811011625
74,37.83382783482585,51.267648022721445,34.799828490276774
75,25.640674568494326,9.849252239458181,91.44359733449848
76,26.17963567839176,35.99924841599283,107.99278585317886
