res_id,x,y,z
1034,95.415,90.18863636363636,62.50909090909091
458,64.62227272727273,2.9463909090909097,110.32907272727273
1020,48.624545454545455,111.17040909090909,93.91772727272728
1008,28.60818181818182,100.36772727272728,7.62090909090909
316,4.58319090909091,87.685,33.93
470,101.545,91.82681818181818,49.93181818181818
464,93.70727272727272,33.766363636363636,111.10675454545455
302,105.51954545454545,65.045,9.85318181818182
896,19.814545454545453,30.22909090909091,95.61136363636363
128,44.08318181818182,51.17181818181818,47.760909090909095
1236,9.351818181818182,51.05045454545455,101.61500000000001
1222,71.19681818181819,77.19,69.06727272727272
882,7.331818181818182,13.956818181818182,37.57636363636364
672,88.96636363636364,28.672727272727272,108.99454545454546
114,12.920454545454545,76.5909090909091,94.97136363636363
100,101.35818181818182,98.56590909090909,58.960454545454546
666,48.32909090909091,101.71272727272728,98.89363636363636
855,7.695,88.47181818181818,60.77181818181818
699,24.79090909090909,96.4009090909091,21.24909090909091
841,38.65954545454545,23.301363636363636,100.16727272727273
869,96.30090909090909,86.35681818181818,56.68772727272727
1424,105.86863636363637,53.04681818181818,78.7090909090909
1342,57.195454545454545,62.755,72.28136363636364
1356,28.21590909090909,15.69909090909091,70.87045454545455
48,83.76727272727273,8.419090909090908,10.679545454545455
1430,36.68545454545455,86.02227272727274,23.05318181818182
706,111.71991818181819,63.64772727272727,49.625
1418,54.85318181818182,38.93318181818182,52.844545454545454
60,50.47,92.89727272727272,112.25534545454545
74,35.445,55.33227272727272,33.08863636363636
712,70.94727272727273,77.515,33.35363636363636
921,40.44318181818182,97.06318181818182,90.74545454545455
1381,41.442727272727275,83.71000000000001,53.92909090909091
1395,4.4463727272727285,56.04181818181818,84.655
935,91.01409090909091,57.32090909090909,107.86954545454546
909,86.41090909090909,50.404545454545456,109.39726363636363
1140,100.39363636363636,38.19590909090909,9.790454545454546
538,78.82318181818182,46.98909090909091,52.47545454545455
1154,84.93090909090908,1.1413818181818187,2.309600000000001
262,38.518181818181816,56.781363636363636,71.75863636363637
504,18.423181818181817,89.62,94.23045454545455
510,9.308181818181819,28.186818181818182,29.99590909090909
276,42.59590909090909,97.61772727272727,38.12954545454545
1168,39.552727272727275,30.187727272727273,76.74409090909091
1183,76.76818181818182,93.9609090909091,11.780454545454544
1197,93.09590909090909,90.49863636363636,10.497272727272726
289,90.15363636363637,10.31409090909091,94.26636363636364
288,64.71090909090908,45.12954545454546,82.50909090909092
1196,58.82181818181818,30.496363636363636,9.170909090909092
1182,24.08681818181818,61.066818181818185,0.23191818181818746
511,13.758181818181818,19.82,58.984545454545454
1169,18.03590909090909,75.18,19.241818181818182
277,44.56090909090909,69.52727272727273,67.03454545454545
263,32.163636363636364,93.29272727272728,86.11909090909091
505,61.639545454545456,96.85045454545455,111.42494545454545
1155,96.09,60.74636363636363,18.434545454545454
1141,38.57454545454546,17.36318181818182,0.4760090909090877
539,90.97318181818181,23.937272727272727,18.168636363636363
908,48.766363636363636,91.70818181818181,24.814545454545453
1394,19.241818181818182,4.131363636363636,20.407272727272726
934,88.70954545454545,109.54499090909091,91.71727272727273
920,12.746818181818183,108.9509090909091,22.904545454545456
1380,9.037727272727272,106.34,13.933636363636364
75,23.666818181818183,12.661818181818182,88.57136363636364
713,50.70727272727273,16.30681818181818,0.7250454545454545
1419,19.98818181818182,21.170454545454547,77.84636363636363
707,41.48954545454546,66.90363636363637,4.725909090909091
61,38.054545454545455,7.579090909090909,42.80909090909091
49,107.44090909090909,40.63909090909091,80.11272727272727
1357,74.74772727272727,63.519090909090906,38.57
1431,16.49681818181818,66.81590909090909,36.394999999999996
1425,12.098636363636365,82.13272727272728,96.47090909090909
1343,1.509090909090909,19.481363636363636,102.73863636363636
868,42.57818181818182,95.48954545454545,98.28727272727272
840,56.995,108.52863636363637,86.23227272727273
698,50.181363636363635,69.15954545454545,9.262727272727274
854,1.5227636363636363,49.58136363636363,28.17590909090909
101,8.639090909090909,24.14818181818182,95.72227272727272
667,3.5586363636363636,108.48136363636364,71.45272727272727
673,37.32454545454545,65.26454545454546,97.58272727272727
115,85.03363636363636,18.718636363636364,39.77454545454545
1223,95.79227272727273,10.48409090909091,107.49545454545455
883,38.533181818181816,63.679545454545455,104.30272727272728
897,106.44909090909091,17.725454545454546,15.225909090909092
1237,13.85818181818182,79.15136363636364,51.49409090909091
129,74.33454545454545,81.67272727272727,105.41454545454546
465,36.80772727272727,60.32272727272727,87.51727272727273
303,14.195,17.830000000000002,75.23590909090909
317,82.38272727272728,69.26681818181818,27.77136363636364
1009,46.863181818181815,109.43,22.73318181818182
471,23.556363636363635,16.331818181818182,7.5622727272727275
459,32.49272727272727,85.66045454545454,3.4990999999999994
1021,71.14181818181818,60.29954545454545,92.84318181818182
1035,111.3121909090909,55.92727272727273,0.21054545454545348
1023,56.33,75.25454545454545,76.73454545454545
1037,99.63636363636364,10.376818181818182,80.85363636363637
329,32.02681818181818,19.783636363636365,69.56818181818181
301,26.220454545454544,13.584999999999999,27.106363636363636
467,72.42954545454546,90.98272727272727,56.35318181818182
473,70.30636363636364,56.05409090909091,4.274545454545454
315,97.07909090909091,95.00818181818182,23.474090909090908
498,85.44909090909091,50.446363636363635,14.780909090909091
881,74.07363636363637,50.23772727272727,100.60636363636364
659,11.338181818181818,107.80681818181819,83.37636363636364
1221,82.14318181818182,78.94272727272727,35.36545454545455
1235,80.56636363636363,64.83,18.592727272727274
895,38.71636363636364,63.83045454545454,62.49909090909091
665,100.32363636363637,69.78363636363636,87.16772727272728
103,82.00090909090909,23.463181818181816,85.47136363636363
117,83.5409090909091,98.06045454545455,9.249545454545453
1209,65.90181818181819,42.14681818181818,86.13772727272728
671,89.4309090909091,112.42444545454545,80.64454545454545
842,66.92,47.094545454545454,23.76909090909091
856,49.86363636363636,76.26363636363637,85.91090909090909
1433,62.14863636363636,100.72136363636363,6.411363636363636
1355,68.325,7.721363636363637,49.40318181818182
1341,8.133181818181818,17.205454545454543,74.85863636363636
739,72.77409090909092,19.37,71.39363636363636
1427,18.616818181818182,0.19690909090908804,93.07409090909091
711,79.13090909090909,98.59181818181818,72.63954545454546
1369,20.385,109.06863636363636,31.359545454545454
77,36.00545454545455,64.6140909090909,31.955454545454543
63,26.303636363636365,105.55454545454546,19.464545454545455
705,71.55136363636363,57.76681818181818,18.360454545454544
936,25.720454545454544,104.73181818181818,94.95590909090909
88,25.299545454545456,63.37045454545454,66.05318181818181
1396,73.88636363636364,37.24909090909091,70.52681818181819
1382,110.85677272727273,97.11318181818181,31.763636363636365
922,97.24,111.62040909090909,45.374545454545455
249,90.03318181818182,3.113645454545455,33.17181818181818
1157,35.89,43.57545454545455,87.9240909090909
1143,6.262727272727272,69.69090909090909,41.140454545454546
275,75.0859090909091,88.61363636363636,58.01
513,102.85318181818182,16.21181818181818,12.885
507,32.74909090909091,2.3209090909090913,63.49
261,64.21772727272727,80.76545454545455,69.48181818181818
1194,38.468636363636364,0.23462727272727202,6.994545454545454
1180,97.78954545454545,101.38454545454546,24.131818181818183
1181,106.10363636363637,106.89954545454546,108.88863636363637
1195,84.49681818181818,5.068636363636363,24.247272727272726
506,104.14318181818182,28.435,49.62
260,70.66045454545454,88.12409090909091,91.05909090909091
274,106.39045454545455,11.34590909090909,108.41136363636363
512,109.53862727272727,44.16863636363636,110.30312727272727
1142,36.70590909090909,44.25909090909091,97.20545454545454
1156,18.367272727272727,85.73727272727272,96.66954545454546
248,2.286363636363636,31.388636363636362,17.189090909090908
1383,97.52318181818183,76.76681818181818,51.5
923,75.11590909090908,71.93545454545455,80.21636363636364
937,83.17590909090909,26.426363636363636,66.80545454545455
1397,106.03045454545455,78.43227272727273,7.596818181818183
89,83.43045454545455,44.65136363636364,46.88909090909091
62,3.845454545454545,108.74861818181819,46.24727272727273
704,111.2522,112.15448181818182,2.829545454545455
710,75.6940909090909,97.03181818181818,43.97909090909091
76,23.48409090909091,35.07,112.04991818181819
1368,51.091818181818184,85.43590909090909,98.29818181818182
1340,12.760454545454545,8.665000000000001,44.875454545454545
1426,81.42545454545454,8.185,46.76136363636363
738,79.88,100.58772727272728,103.76409090909091
1432,40.34,73.67818181818181,36.455
1354,87.71818181818182,42.219545454545454,74.205
857,3.9304636363636374,12.463181818181818,54.661818181818184
843,36.390454545454546,28.505,66.10045454545455
1208,15.274090909090908,2.6,53.165
116,86.17272727272727,61.87,3.9395454545454545
670,3.980909090909091,47.052727272727275,51.33681818181818
664,84.62863636363636,57.74909090909091,10.60818181818182
102,100.51227272727273,99.56954545454546,106.39545454545456
1234,59.72909090909091,73.32681818181818,34.290454545454544
894,47.40909090909091,10.065,40.70090909090909
658,77.75227272727273,3.4400000000000004,103.49181818181819
880,2.685909090909091,73.00954545454546,66.77272727272727
1220,46.24363636363636,89.84727272727272,5.590909090909091
499,30.382727272727273,41.70545454545454,18.289545454545454
472,66.0409090909091,61.113181818181815,77.89636363636363
314,70.25136363636364,29.881818181818183,79.25181818181818
300,76.97227272727272,65.08454545454546,88.31
466,40.99409090909091,101.70863636363636,41.745
