1,2
1,4
1,18
1,359
1,847
2,3
2,4
2,18
2,127
2,780
2,984
3,147
3,258
3,1014
4,226
4,1206
4,1330
5,443
5,760
5,1355
6,302
6,436
6,606
6,664
6,1358
7,70
7,711
8,131
8,346
8,700
8,759
8,1219
8,1261
9,558
9,591
9,711
9,845
9,986
9,1172
9,1490
10,125
10,418
10,587
10,1153
11,73
11,1043
11,1064
11,1067
11,1183
12,317
12,989
12,1126
12,1178
12,1357
13,571
13,813
13,992
14,62
14,524
14,542
14,873
14,922
14,977
14,1167
15,788
15,968
15,1140
15,1163
16,79
16,103
16,767
16,1006
17,168
17,186
17,328
17,399
17,599
17,1116
18,127
18,231
18,610
19,46
19,612
19,1107
19,1304
20,148
20,547
20,739
20,795
20,914
20,937
20,1288
21,339
21,1179
21,1395
21,1466
22,195
22,327
22,833
22,1295
23,373
23,801
23,881
23,931
24,108
24,901
24,1193
24,1349
25,243
25,1167
25,1278
25,1472
26,1399
27,33
27,511
27,796
28,45
28,229
28,347
28,706
28,1112
28,1117
29,199
29,306
29,1123
29,1462
30,118
30,299
30,598
30,1124
31,272
31,708
31,1242
31,1434
31,1445
32,486
32,1054
32,1090
32,1334
33,387
33,511
33,580
34,240
35,92
35,129
35,145
35,1254
35,1373
36,224
36,536
36,809
36,1188
36,1335
36,1440
37,662
37,686
37,908
38,228
38,840
38,1297
39,422
39,651
39,831
39,963
39,1032
39,1228
39,1286
40,101
40,168
40,1160
40,1415
41,1089
42,337
42,663
42,841
42,978
42,1131
42,1141
43,457
43,668
43,721
43,824
43,1220
43,1318
44,51
44,420
44,565
44,685
44,963
45,194
45,229
45,404
45,985
45,1190
45,1307
46,293
46,386
46,521
46,579
46,596
46,969
46,1254
46,1304
47,228
47,748
47,929
47,1058
47,1068
48,50
48,135
48,624
48,1144
48,1154
48,1331
48,1402
48,1458
49,217
49,339
49,767
49,1259
49,1284
49,1300
50,839
50,1331
51,369
51,786
51,1241
52,276
52,443
52,481
52,990
53,603
53,833
53,1122
54,261
54,517
54,529
54,650
54,986
54,1136
54,1336
54,1490
55,210
55,790
55,847
55,886
55,1057
55,1206
55,1330
56,141
56,209
56,211
56,385
56,391
56,690
57,1139
57,1259
57,1484
58,125
58,324
58,516
58,553
58,1218
59,144
59,424
59,439
59,1388
59,1393
59,1497
60,254
60,420
60,846
60,903
60,919
61,301
61,486
61,638
61,956
61,1256
62,524
62,542
62,770
62,1162
62,1167
62,1472
63,920
64,71
64,165
64,278
64,341
64,693
64,911
64,1253
65,97
65,200
65,566
65,1066
65,1123
65,1289
65,1351
66,67
66,87
66,1338
67,329
67,428
67,644
67,1321
68,1214
69,332
69,418
69,971
69,1095
69,1162
70,760
70,1080
70,1227
70,1401
70,1456
71,83
71,165
71,1002
71,1064
71,1183
72,618
72,625
72,775
72,1059
72,1128
72,1276
73,712
73,727
73,1271
74,392
74,944
74,1457
74,1492
75,350
75,503
75,902
75,927
75,957
75,1137
76,415
76,655
76,978
76,1329
76,1403
77,394
77,724
77,774
78,152
78,344
78,538
78,912
78,1293
78,1392
79,174
79,289
79,594
79,691
79,1322
80,173
80,216
80,1170
80,1365
80,1457
81,126
81,285
81,424
81,1021
81,1393
82,546
82,823
82,1060
82,1262
82,1397
82,1464
83,117
83,652
83,839
83,1183
83,1287
83,1433
84,111
84,271
84,822
84,972
84,1145
84,1348
85,368
85,510
85,576
85,615
85,1309
85,1359
86,932
86,1207
86,1316
86,1501
87,750
87,817
87,863
88,131
88,224
88,346
88,759
88,991
88,1114
88,1132
88,1362
89,203
90,455
90,881
90,890
90,1024
90,1036
91,227
91,413
91,631
91,996
92,162
92,403
92,591
92,1172
92,1254
92,1468
93,230
93,483
93,562
93,622
93,715
93,764
93,982
93,1118
94,498
94,664
94,705
94,989
