,res_id,mid_x,mid_y,mid_z
629,630,1.3820000000000001,8.924,9.111
630,631,6.3065,2.867,3.1414999999999997
631,632,9.4805,3.1865,3.4130000000000003
632,633,2.9185,9.527999999999999,3.2720000000000002
633,634,9.246,4.563000000000001,3.896
634,635,2.2855,4.939,10.6115
635,636,2.357,5.917999999999999,10.4875
636,637,0.2355,4.6525,9.657499999999999
637,638,4.595000000000001,1.3824999999999998,2.967
638,639,5.131500000000001,3.2055,2.8695000000000004
639,640,4.8945,5.3149999999999995,1.592
640,641,8.8205,8.8315,6.814500000000001
641,642,10.8415,9.154,4.304
642,643,6.3845,3.2859999999999996,5.4719999999999995
643,644,3.153,1.994,5.981
644,645,0.5720000000000001,2.2830000000000004,1.109
645,646,3.8395,2.9779999999999998,9.059000000000001
646,647,4.8155,3.1245000000000003,8.881
647,648,10.521,6.0440000000000005,0.722
648,649,5.305,9.4565,6.2445
649,650,5.5275,8.966999999999999,6.7465
650,651,6.891,7.455,2.1254999999999997
651,652,6.5845,9.561499999999999,1.5765
652,653,5.252,7.8,7.475
653,654,4.0635,9.1075,2.7344999999999997
654,655,2.4535,3.1955,10.2105
655,656,3.993,2.2925,4.948
656,657,0.9790000000000001,7.5145,1.146
657,658,7.8469999999999995,0.36549999999999994,10.404
658,659,1.1735,10.807500000000001,8.412500000000001
659,660,10.6985,1.6745,10.5475
660,661,3.9855,10.910499999999999,4.314500000000001
661,662,4.0105,10.7545,3.691
662,663,4.494,2.754,10.1135
663,664,8.4955,5.781000000000001,0.9724999999999999
664,665,10.0655,6.9465,8.646
665,666,4.8285,10.2265,9.903500000000001
666,667,0.39749999999999996,10.822,7.198
667,668,5.131500000000001,8.2835,1.5065
668,669,5.166,4.723,7.274
669,670,0.3625,4.6795,5.157500000000001
670,671,8.9535,11.22149,8.08
671,672,8.871500000000001,2.8555,10.931999999999999
672,673,3.686,6.541,9.718
673,674,4.321,0.8895,8.689499999999999
674,675,8.0015,1.5015,4.763
675,676,6.4094999999999995,3.8565,3.0305
676,677,9.628499999999999,9.154499999999999,7.9915
677,678,8.4675,0.45399999999999996,10.177
678,679,2.928,7.1045,8.4455
