758,1411
760,1355
763,960
763,1187
763,1361
766,1345
771,1156
772,1256
773,1438
774,865
774,1189
775,903
775,910
775,1276
776,873
780,984
780,1046
781,935
781,1200
782,1438
783,1262
784,1149
785,1319
786,1036
787,808
787,959
788,1493
789,1263
791,938
791,1279
794,1006
795,914
796,1087
796,1404
797,1352
799,821
799,1437
800,892
801,1185
801,1250
802,1473
803,995
803,1210
803,1229
805,874
805,1201
806,1126
808,1301
811,1117
812,859
813,1179
813,1466
815,1208
815,1472
816,1075
816,1192
817,1338
818,1249
821,827
821,982
821,1437
821,1471
822,1476
823,1410
824,1318
825,1003
825,1316
825,1477
826,1010
828,887
829,966
830,999
831,1217
832,867
832,1022
834,1143
834,1275
834,1464
835,1348
836,1221
839,1154
839,1333
841,1141
842,999
845,1391
846,967
846,1238
846,1417
847,1247
847,1330
851,1233
852,1289
854,1407
854,1477
855,872
856,1005
857,873
865,1431
867,958
868,921
870,1101
870,1469
874,1201
878,1070
878,1084
879,1282
879,1343
880,1112
881,909
881,1184
883,1182
885,1229
887,1015
887,1052
888,1182
888,1459
889,1397
890,1072
892,1265
894,956
894,1256
895,1335
899,1219
901,1193
901,1349
902,936
903,1215
907,1157
907,1225
913,1160
913,1186
913,1311
915,1061
915,1147
915,1499
918,1025
919,1238
919,1379
920,971
920,1474
921,1379
922,1210
923,1018
923,1483
926,1167
926,1208
926,1472
927,1487
929,974
929,1238
931,1294
935,1078
936,1137
939,1154
939,1333
940,1338
941,1314
943,1283
947,1070
948,950
950,1056
954,1029
955,1015
957,1061
959,1301
961,1099
961,1284
962,1281
966,1326
968,1493
969,1486
972,1241
973,1369
974,1056
974,1379
976,1236
983,1414
986,1405
987,1215
987,1448
988,1302
991,1240
992,1071
993,1212
994,1237
995,1110
996,1471
999,1265
1002,1411
1003,1189
1003,1198
1005,1023
1008,1149
1009,1090
1009,1334
1010,1111
1011,1171
1013,1486
1015,1279
1016,1427
1019,1211
1020,1408
1020,1480
1021,1337
1022,1448
1023,1324
1024,1374
1024,1393
1027,1440
1029,1465
1030,1119
1036,1072
1036,1374
1037,1161
1037,1322
1042,1391
1043,1067
1043,1500
1045,1297
1047,1278
1054,1377
1055,1141
1055,1323
1056,1068
1058,1068
1060,1197
1062,1444
1064,1444
1065,1496
1066,1130
1066,1289
1076,1298
1076,1351
1077,1403
1086,1368
1087,1282
1087,1341
1088,1308
1089,1262
1089,1298
1092,1476
1093,1409
1094,1179
1095,1369
1100,1114
1100,1261
1101,1469
1102,1318
1104,1237
1105,1204
1105,1283
1108,1321
1122,1360
1122,1449
1126,1327
1130,1346
1133,1452
1133,1473
1138,1291
1139,1484
1141,1323
1145,1476
1155,1328
1160,1415
1163,1328
1163,1494
1164,1485
1169,1218
1170,1365
1170,1381
1174,1367
1175,1425
1177,1290
1178,1221
1182,1276
1185,1250
1194,1499
1200,1468
1204,1249
1212,1360
1212,1400
1219,1364
1220,1253
1220,1372
1222,1483
1224,1489
1227,1401
1238,1379
1239,1364
1240,1428
1244,1422
1249,1427
1252,1439
1255,1462
1257,1422
1277,1432
1281,1441
1283,1308
1287,1433
1288,1465
1303,1483
1319,1411
1325,1336
1331,1402
1334,1377
1339,1364
1347,1383
1350,1442
1356,1436
1358,1397
1358,1410
1360,1400
1360,1449
1367,1492
1372,1389
1398,1442
1400,1449
1403,1475
1412,1470
1426,1449
1426,1453
1452,1485
